2021-05-10 18:49:33.342 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 6.1.6.Final
2021-05-10 18:49:33.351 [main] INFO  x.aiinirii.carboninfosys.CarbonInfoSysApplication - Starting CarbonInfoSysApplication using Java 1.8.0_202 on DESKTOP-93L9DJF with PID 86028 (E:\code\IdeaProjects\CarbonInfoSys\carboninfosys-main\target\classes started by 87702 in E:\code\IdeaProjects\CarbonInfoSys)
2021-05-10 18:49:33.352 [main] INFO  x.aiinirii.carboninfosys.CarbonInfoSysApplication - No active profile set, falling back to default profiles: default
2021-05-10 18:49:35.447 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2021-05-10 18:49:35.449 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2021-05-10 18:49:35.449 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.39]
2021-05-10 18:49:35.450 [main] INFO  org.apache.catalina.core.AprLifecycleListener - Loaded Apache Tomcat Native library [1.2.24] using APR version [1.7.0].
2021-05-10 18:49:35.450 [main] INFO  org.apache.catalina.core.AprLifecycleListener - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true].
2021-05-10 18:49:35.450 [main] INFO  org.apache.catalina.core.AprLifecycleListener - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
2021-05-10 18:49:35.473 [main] INFO  org.apache.catalina.core.AprLifecycleListener - OpenSSL successfully initialized [OpenSSL 1.1.1g  21 Apr 2020]
2021-05-10 18:49:35.569 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2021-05-10 18:49:35.849 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - Init DruidDataSource
2021-05-10 18:49:37.763 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2021-05-10 18:49:39.355 [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2021-05-10 18:49:39.957 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2021-05-10 18:49:40.144 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2021-05-10 18:49:40.155 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2021-05-10 18:49:40.193 [main] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2021-05-10 18:49:40.332 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: exportExcelUsingGET_1
2021-05-10 18:49:40.359 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: exportExcelUsingGET_2
2021-05-10 18:49:40.373 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: exportExcelUsingGET_3
2021-05-10 18:49:40.425 [main] INFO  x.aiinirii.carboninfosys.CarbonInfoSysApplication - Started CarbonInfoSysApplication in 7.79 seconds (JVM running for 9.565)
2021-05-10 18:49:41.723 [RMI TCP Connection(7)-172.31.48.1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-05-10 18:50:19.225 [http-nio-8080-exec-1] INFO  org.apache.tomcat.util.http.parser.Cookie - A cookie header was received [1619405191,1620439004,1620611462; _gid=GA1.1.1915573455.1620611463] that contained an invalid cookie. That cookie will be ignored.
 Note: further occurrences of this error will be logged at DEBUG level.
2021-05-10 18:51:30.500 [http-nio-8080-exec-8] INFO  x.aiinirii.carboninfosys.controller.UserController - login user: UserLoginParam(username=admin, password=admin)
2021-05-10 18:51:30.705 [http-nio-8080-exec-6] INFO  x.a.c.s.component.JwtAuthenticationTokenFilter - checking username:admin
2021-05-10 18:51:30.714 [http-nio-8080-exec-6] INFO  x.a.c.s.component.JwtAuthenticationTokenFilter - authenticated user:admin
2021-05-10 18:51:30.743 [http-nio-8080-exec-10] INFO  x.a.c.s.component.JwtAuthenticationTokenFilter - checking username:admin
2021-05-10 18:51:30.754 [http-nio-8080-exec-10] INFO  x.a.c.s.component.JwtAuthenticationTokenFilter - authenticated user:admin
2021-05-10 19:02:23.440 [http-nio-8080-exec-2] INFO  x.a.c.s.component.JwtAuthenticationTokenFilter - checking username:admin
2021-05-10 19:02:30.161 [http-nio-8080-exec-3] INFO  x.aiinirii.carboninfosys.controller.UserController - login user: UserLoginParam(username=admin, password=admin)
2021-05-10 19:02:36.377 [http-nio-8080-exec-4] INFO  x.aiinirii.carboninfosys.controller.UserController - login user: UserLoginParam(username=admin, password=admin)
2021-05-10 19:02:42.389 [lettuce-eventExecutorLoop-1-10] INFO  io.lettuce.core.protocol.ConnectionWatchdog - Reconnecting, last destination was /8.140.159.241:6379
2021-05-10 19:02:42.415 [lettuce-nioEventLoop-4-3] INFO  io.lettuce.core.protocol.ReconnectionHandler - Reconnected to 8.140.159.241:6379
2021-05-10 19:02:51.474 [http-nio-8080-exec-5] INFO  x.aiinirii.carboninfosys.controller.UserController - login user: UserLoginParam(username=admin, password=admin)
2021-05-10 19:02:51.590 [http-nio-8080-exec-8] INFO  x.a.c.s.component.JwtAuthenticationTokenFilter - checking username:admin
2021-05-10 19:02:51.599 [http-nio-8080-exec-8] INFO  x.a.c.s.component.JwtAuthenticationTokenFilter - authenticated user:admin
2021-05-10 19:02:51.616 [http-nio-8080-exec-7] INFO  x.a.c.s.component.JwtAuthenticationTokenFilter - checking username:admin
2021-05-10 19:02:51.625 [http-nio-8080-exec-7] INFO  x.a.c.s.component.JwtAuthenticationTokenFilter - authenticated user:admin
2021-05-10 19:14:16.806 [http-nio-8080-exec-9] INFO  x.a.c.s.component.JwtAuthenticationTokenFilter - checking username:admin
2021-05-10 19:14:22.969 [http-nio-8080-exec-10] INFO  x.aiinirii.carboninfosys.controller.UserController - login user: UserLoginParam(username=admin, password=admin)
2021-05-10 19:14:34.914 [http-nio-8080-exec-1] INFO  x.aiinirii.carboninfosys.controller.UserController - login user: UserLoginParam(username=admin, password=admin)
2021-05-10 19:14:35.790 [lettuce-eventExecutorLoop-1-6] INFO  io.lettuce.core.protocol.ConnectionWatchdog - Reconnecting, last destination was /8.140.159.241:6379
2021-05-10 19:14:35.812 [lettuce-nioEventLoop-4-4] INFO  io.lettuce.core.protocol.ReconnectionHandler - Reconnected to 8.140.159.241:6379
2021-05-10 19:14:35.915 [http-nio-8080-exec-2] INFO  x.a.c.s.component.JwtAuthenticationTokenFilter - checking username:admin
2021-05-10 19:14:35.923 [http-nio-8080-exec-2] INFO  x.a.c.s.component.JwtAuthenticationTokenFilter - authenticated user:admin
2021-05-10 19:14:35.942 [http-nio-8080-exec-3] INFO  x.a.c.s.component.JwtAuthenticationTokenFilter - checking username:admin
2021-05-10 19:14:35.951 [http-nio-8080-exec-3] INFO  x.a.c.s.component.JwtAuthenticationTokenFilter - authenticated user:admin
2021-05-10 19:17:38.847 [http-nio-8080-exec-5] INFO  x.a.c.s.component.JwtAuthenticationTokenFilter - checking username:admin
2021-05-10 19:17:38.858 [http-nio-8080-exec-5] INFO  x.a.c.s.component.JwtAuthenticationTokenFilter - authenticated user:admin
